title,genre,year,director1,producer1,producer2,runningTime,writer1,writer2,actor1,actor2
Adeul dal chaja cheonligil,Family,1972,Ko  Young Nam (I),Kang  Dae-jin,?,90,Choi  Jin (I),?,Kim  Hie-gab,Park  No-shik (I)
Hu Tu Tu,Drama,1999,Gulzar (I),Shah  Dhirajlal,Shah  Hasmukh,172,Gulzar (I),Gulzar  Meghna,Patekar  Nana,Shetty  Sunil (I)
Visage,Comedy,2009,Tsai  Ming-liang,Barendrecht  Wouter,Bidou  Jacques,138,Russell  Joe (VII),Tsai  Ming-liang,Lee  Kang-sheng,L?aud  Jean-Pierre
Visage,Drama,2009,Tsai  Ming-liang,Barendrecht  Wouter,Bidou  Jacques,138,Russell  Joe (VII),Tsai  Ming-liang,Lee  Kang-sheng,L?aud  Jean-Pierre
Visage,Musical,2009,Tsai  Ming-liang,Barendrecht  Wouter,Bidou  Jacques,138,Russell  Joe (VII),Tsai  Ming-liang,Lee  Kang-sheng,L?aud  Jean-Pierre
More Than Sisters,Adult,1979,Costello  Shaun,Costello  Shaun,Green  R.D.,83,Costello  Shaun,?,Edwards  Eric (II),Gillis  Jamie
More Than Sisters,Mystery,1979,Costello  Shaun,Costello  Shaun,Green  R.D.,83,Costello  Shaun,?,Edwards  Eric (II),Gillis  Jamie
Yeojawa bi,Drama,1982,Kim  Sung-su (I),Jeong  Chang-Hwa,?,98,Lee  Kwang-woong,?,Ha  Myeong-jung,Kim  Dong-hyeon (I)
Shaadi Se Pehle,Comedy,2006,Kaushik  Satish (I),Ghai  Ashok,Ghai  Subhash,122,Chhel  Sanjay,Kaushik  Satish (I),Khanna  Akshaye,Shetty  Sunil (I)
Shaadi Se Pehle,Musical,2006,Kaushik  Satish (I),Ghai  Ashok,Ghai  Subhash,122,Chhel  Sanjay,Kaushik  Satish (I),Khanna  Akshaye,Shetty  Sunil (I)
Shaadi Se Pehle,Romance,2006,Kaushik  Satish (I),Ghai  Ashok,Ghai  Subhash,122,Chhel  Sanjay,Kaushik  Satish (I),Khanna  Akshaye,Shetty  Sunil (I)
Salaam Namaste,Comedy,2005,Anand  Siddharth,Bhushan  Padam,Chopra  Aditya (I),158,Anand  Siddharth,Tyrewala  Abbas,Khan  Saif Ali,Warsi  Arshad
Salaam Namaste,Drama,2005,Anand  Siddharth,Bhushan  Padam,Chopra  Aditya (I),158,Anand  Siddharth,Tyrewala  Abbas,Khan  Saif Ali,Warsi  Arshad
Salaam Namaste,Romance,2005,Anand  Siddharth,Bhushan  Padam,Chopra  Aditya (I),158,Anand  Siddharth,Tyrewala  Abbas,Khan  Saif Ali,Warsi  Arshad
Saint Jack,Drama,1979,Bogdanovich  Peter,Corman  Roger,Hefner  Hugh M.,112,Bogdanovich  Peter,Sackler  Howard,Ackland  Joss,Elliott  Denholm
Hands of the Ripper,Horror,1971,Sasdy  Peter,Young  Aida (I),?,85,Davidson  Lewis,Shew  Edward Spencer,Bell  Keith (I),Porter  Eric (I)
Maeumui gypsy,Drama,1974,Ko  Young Nam (I),Park  Jong-chan (I),?,97,Yun  Seok-hun,?,Choi  Bool-am,Choi  Jeong-min
Friend of the Family II,Thriller,1996,Ray  Fred Olen,Bursteen  Alan B.,Wynorski  Jim,83,Krinkle  Henry,?,Rector  Jeff (I),Robinson  Paul Michael
La camioneta gris,Action,1990,Urquieta  Jos? Luis,del Norte  Los Tigres,Moreno Castilleja  Carlos,90,Ortega  Guadalupe (I),Robles  Xavier (I),Accinelli  Luis,Almada  Fernando
La camioneta gris,Crime,1990,Urquieta  Jos? Luis,del Norte  Los Tigres,Moreno Castilleja  Carlos,90,Ortega  Guadalupe (I),Robles  Xavier (I),Accinelli  Luis,Almada  Fernando
La camioneta gris,Thriller,1990,Urquieta  Jos? Luis,del Norte  Los Tigres,Moreno Castilleja  Carlos,90,Ortega  Guadalupe (I),Robles  Xavier (I),Accinelli  Luis,Almada  Fernando
The Presidio,Action,1988,Hyams  Peter,Caruso  Fred C.,Conte  D. Constantine,97,Ferguson  Larry (I),?,Connery  Sean,Harmon  Mark (I)
The Presidio,Crime,1988,Hyams  Peter,Caruso  Fred C.,Conte  D. Constantine,97,Ferguson  Larry (I),?,Connery  Sean,Harmon  Mark (I)
The Presidio,Mystery,1988,Hyams  Peter,Caruso  Fred C.,Conte  D. Constantine,97,Ferguson  Larry (I),?,Connery  Sean,Harmon  Mark (I)
The Presidio,Thriller,1988,Hyams  Peter,Caruso  Fred C.,Conte  D. Constantine,97,Ferguson  Larry (I),?,Connery  Sean,Harmon  Mark (I)
Ilbon daebu,Action,1989,Kim  Hyo-cheon,Lee  Deok-jun,?,114,Kim  Ha-lim,?,Yun  Seung-won,?
Ilbon daebu,Crime,1989,Kim  Hyo-cheon,Lee  Deok-jun,?,114,Kim  Ha-lim,?,Yun  Seung-won,?
Ilbon daebu,Drama,1989,Kim  Hyo-cheon,Lee  Deok-jun,?,114,Kim  Ha-lim,?,Yun  Seung-won,?
Il premio,Comedy,2009,Olmi  Ermanno,De Micheli  Andrea,Oddo  Luca,3,Olmi  Ermanno,?,Bessone  Matteo,Costantini  Marco (I)
Il premio,Short,2009,Olmi  Ermanno,De Micheli  Andrea,Oddo  Luca,3,Olmi  Ermanno,?,Bessone  Matteo,Costantini  Marco (I)
Eastern Promises,Crime,2007,Cronenberg  David,Abberley  Jeff,Blackman  Julia,100,Knight  Steven (I),?,Altin  Josef,Mina  Mina E.
Eastern Promises,Thriller,2007,Cronenberg  David,Abberley  Jeff,Blackman  Julia,100,Knight  Steven (I),?,Altin  Josef,Mina  Mina E.
El vampiro sangriento,Horror,1962,Morayta  Miguel,Murray  K. Gordon,P?rez Grovas  Rafael,110,Morayta  Miguel,?,Farell  Ra?l,?
Hum Paanch,Action,1980,Bapu (I),Kapoor  Boney,Kapoor  Surinder (I),163,Kanagal  S.R. Puttana,Mullapoodi  Venkata Ramana,Kumar  Sanjeev (I),?
Hum Paanch,Drama,1980,Bapu (I),Kapoor  Boney,Kapoor  Surinder (I),163,Kanagal  S.R. Puttana,Mullapoodi  Venkata Ramana,Kumar  Sanjeev (I),?
Ka xin gui fang shu jia,Comedy,1985,Ko  Clifton,Maka  Karl,Shek  Dean,96,Ko  Clifton,Mak  Bing-cheung,Wong  Bak-Ming,?
Ka xin gui fang shu jia,Fantasy,1985,Ko  Clifton,Maka  Karl,Shek  Dean,96,Ko  Clifton,Mak  Bing-cheung,Wong  Bak-Ming,?
Svemirci su krivi za sve,Comedy,1991,Calic  Zoran (I),Todoric  Zoja,?,86,Calic  Dragan,Calic  Zoran (I),Simic  Nikola (I),Stjepanovic  Boro
Svemirci su krivi za sve,Crime,1991,Calic  Zoran (I),Todoric  Zoja,?,86,Calic  Dragan,Calic  Zoran (I),Simic  Nikola (I),Stjepanovic  Boro
Svemirci su krivi za sve,Fantasy,1991,Calic  Zoran (I),Todoric  Zoja,?,86,Calic  Dragan,Calic  Zoran (I),Simic  Nikola (I),Stjepanovic  Boro
Clubhouse Detectives,Adventure,1996,Hendershot  Eric,Hendershot  Dickilyn,Hendershot  Eric,85,Hendershot  Eric,?,Ballam  Michael,Galeota  Jimmy
Clubhouse Detectives,Family,1996,Hendershot  Eric,Hendershot  Dickilyn,Hendershot  Eric,85,Hendershot  Eric,?,Ballam  Michael,Galeota  Jimmy
Clubhouse Detectives,Mystery,1996,Hendershot  Eric,Hendershot  Dickilyn,Hendershot  Eric,85,Hendershot  Eric,?,Ballam  Michael,Galeota  Jimmy
Hongsalmun,Drama,1972,Byeon  Jang-ho,Kim  Yeong-hwan,?,90,Kwak  Il-ro,Shin  Bong-seung,Choi  Jeong-min,Shin  Sung-il
Paroxismus,Thriller,1969,Franco  Jes?s (I),Towers  Harry Alan,?,86,Cuccia  Milo G.,Fadda  Carlo,Darren  James,Kinski  Klaus
Sri Raam Vanavas,Adventure,1977,Rao  Kamalakara Kameshwara,P.  Subba Rao,?,137,Valmiki (I),?,Gummadi,?
Sri Raam Vanavas,Drama,1977,Rao  Kamalakara Kameshwara,P.  Subba Rao,?,137,Valmiki (I),?,Gummadi,?
Sri Raam Vanavas,Fantasy,1977,Rao  Kamalakara Kameshwara,P.  Subba Rao,?,137,Valmiki (I),?,Gummadi,?
Sri Raam Vanavas,History,1977,Rao  Kamalakara Kameshwara,P.  Subba Rao,?,137,Valmiki (I),?,Gummadi,?
Mister Johnson,Drama,1990,Beresford  Bruce,Benenson  Bill,Fitzgerald  Michael (II),97,Boyd  William (II),Cary  Joyce,Brosnan  Pierce,Eziashi  Maynard
Beyond Atlantis,Fantasy,1973,Romero  Eddie (I),Ashley  John (I),Romero  Eddie (I),91,Johnson  Charles Eric,Rothman  Stephanie,Ashley  John (I),Haig  Sid (I)
Beyond Atlantis,Horror,1973,Romero  Eddie (I),Ashley  John (I),Romero  Eddie (I),91,Johnson  Charles Eric,Rothman  Stephanie,Ashley  John (I),Haig  Sid (I)
Beyond Atlantis,Sci-Fi,1973,Romero  Eddie (I),Ashley  John (I),Romero  Eddie (I),91,Johnson  Charles Eric,Rothman  Stephanie,Ashley  John (I),Haig  Sid (I)
Tarnished Heroes,War,1962,Morris  Ernest,Danziger  Edward J.,Danziger  Harry Lee,75,Clemens  Brian,?,Carpenter  Richard (I),McAlinney  Patrick
Doomwatch,Mystery,1972,Sasdy  Peter,Tenser  Tony,?,92,Davis  Gerry (I),Exton  Clive (I),Bannen  Ian,Oates  Simon
Doomwatch,Sci-Fi,1972,Sasdy  Peter,Tenser  Tony,?,92,Davis  Gerry (I),Exton  Clive (I),Bannen  Ian,Oates  Simon
Doomwatch,Thriller,1972,Sasdy  Peter,Tenser  Tony,?,92,Davis  Gerry (I),Exton  Clive (I),Bannen  Ian,Oates  Simon
Shakespeare in Love,Comedy,1998,Madden  John (I),Bruce  Linda,Cooper  Mark (III),123,Norman  Marc,Stoppard  Tom (I),O'Donnell  Steven (I),Rush  Geoffrey
Shakespeare in Love,Drama,1998,Madden  John (I),Bruce  Linda,Cooper  Mark (III),123,Norman  Marc,Stoppard  Tom (I),O'Donnell  Steven (I),Rush  Geoffrey
Shakespeare in Love,Romance,1998,Madden  John (I),Bruce  Linda,Cooper  Mark (III),123,Norman  Marc,Stoppard  Tom (I),O'Donnell  Steven (I),Rush  Geoffrey
The Mind Benders,Drama,1963,Dearden  Basil,Relph  Michael,?,109,Kennaway  James,?,Bogarde  Dirk,Bryant  Michael (I)
The Mind Benders,Thriller,1963,Dearden  Basil,Relph  Michael,?,109,Kennaway  James,?,Bogarde  Dirk,Bryant  Michael (I)
Delioglan,Action,1972,Basaran  Tun?,Altinel  Oksal,?,82,Basaran  Tun?,?,Hamzaoglu  Hayati,K?ksal  Yilmaz
Les cauchemars naissent la nuit,Crime,1972,Franco  Jes?s (I),de Nesle  Robert,Mannchen  Karl Heinz,85,Franco  Jes?s (I),Gibert  Josyane,Muller  Paul (I),Taylor  Jack (II)
Les cauchemars naissent la nuit,Drama,1972,Franco  Jes?s (I),de Nesle  Robert,Mannchen  Karl Heinz,85,Franco  Jes?s (I),Gibert  Josyane,Muller  Paul (I),Taylor  Jack (II)
Les cauchemars naissent la nuit,Horror,1972,Franco  Jes?s (I),de Nesle  Robert,Mannchen  Karl Heinz,85,Franco  Jes?s (I),Gibert  Josyane,Muller  Paul (I),Taylor  Jack (II)
Uriege naeileun itda,Drama,1976,Choi  Hun,Han  Gab-jin,?,110,Seo  In-kyung,?,Lee  Dae-yeob,Shin  Sung-il
Petites mossegades,Comedy,2006,Rubi?  Sergi,Rubi?  Sergi,?,3,Rubi?  Sergi,?,Oliva  ?scar,?
Petites mossegades,Romance,2006,Rubi?  Sergi,Rubi?  Sergi,?,3,Rubi?  Sergi,?,Oliva  ?scar,?
Petites mossegades,Short,2006,Rubi?  Sergi,Rubi?  Sergi,?,3,Rubi?  Sergi,?,Oliva  ?scar,?
Le domaine perdu,Drama,2005,Ruiz  Raoul,Carot  Denis,Marinescu  Ion (II),106,Ruiz  Raoul,?,Cluzet  Fran?ois,Colin  Christian
Le domaine perdu,Fantasy,2005,Ruiz  Raoul,Carot  Denis,Marinescu  Ion (II),106,Ruiz  Raoul,?,Cluzet  Fran?ois,Colin  Christian
Ie naki ko,Drama,1994,?,Nojima  Shinji,?,95,Ito  Sohachi,Nojima  Shinji,D?moto  K?ichi,Furuoya  Masato
Juan el desalmado,Action,1970,Morayta  Miguel,Brooks  ?scar J.,?,86,Brooks  ?scar J.,G?mez Bola?os  Roberto,Miranda  Juan (I),Moreno  Jos? El?as (I)
Juan el desalmado,Adventure,1970,Morayta  Miguel,Brooks  ?scar J.,?,86,Brooks  ?scar J.,G?mez Bola?os  Roberto,Miranda  Juan (I),Moreno  Jos? El?as (I)
Juan el desalmado,Drama,1970,Morayta  Miguel,Brooks  ?scar J.,?,86,Brooks  ?scar J.,G?mez Bola?os  Roberto,Miranda  Juan (I),Moreno  Jos? El?as (I)
Juan el desalmado,Western,1970,Morayta  Miguel,Brooks  ?scar J.,?,86,Brooks  ?scar J.,G?mez Bola?os  Roberto,Miranda  Juan (I),Moreno  Jos? El?as (I)
The Limits of Control,Crime,2009,Jarmusch  Jim,Balsera  Carlos,Kilik  Jon,116,Jarmusch  Jim,?,De Bankol?  Isaach,Descas  Alex
The Limits of Control,Drama,2009,Jarmusch  Jim,Balsera  Carlos,Kilik  Jon,116,Jarmusch  Jim,?,De Bankol?  Isaach,Descas  Alex
The Limits of Control,Mystery,2009,Jarmusch  Jim,Balsera  Carlos,Kilik  Jon,116,Jarmusch  Jim,?,De Bankol?  Isaach,Descas  Alex
The Limits of Control,Thriller,2009,Jarmusch  Jim,Balsera  Carlos,Kilik  Jon,116,Jarmusch  Jim,?,De Bankol?  Isaach,Descas  Alex
The Conference,Documentary,2014,Yeriomin  Nikolay,Bondarev  Mikhail,Buchanets  Irina Yuriivna,132,Buchanets  Irina Yuriivna,Coleman  Dominic,Kozak  Yaroslav,?
Feng lei mo jing,Action,1972,Sun  Chung,Shaw  Runme,?,90,Chiang  Yang (II),?,Wang  Hsieh,?
Feng lei mo jing,Fantasy,1972,Sun  Chung,Shaw  Runme,?,90,Chiang  Yang (II),?,Wang  Hsieh,?
The Adjuster,Comedy,1991,?,Bordeaux  Joscelynne,Frieberg  Camelia,102,Egoyan  Atom,Gallant  Ryan (II),Chaykin  Maury,Koteas  Elias (I)
The Adjuster,Drama,1991,?,Bordeaux  Joscelynne,Frieberg  Camelia,102,Egoyan  Atom,Gallant  Ryan (II),Chaykin  Maury,Koteas  Elias (I)
Kaderimiz,Action,1973,G?lgen  Melih,Oguz  Fethi,?,80,G?lgen  Melih,?,Kartal  Kazim,K?ksal  Yilmaz
Kaderimiz,Drama,1973,G?lgen  Melih,Oguz  Fethi,?,80,G?lgen  Melih,?,Kartal  Kazim,K?ksal  Yilmaz
Shri Datta Darshan,Drama,1988,Rao  Kamalakara Kameshwara,Talwar  K.K.,?,159,Koopa  Krishna Murti,Ramanujacharya  Samudrala,Banerjee  Sarvadaman D.,Gummadi
Okasareta hakui,Drama,1967,Wakamatsu  K?ji,Wakamatsu  K?ji,?,56,Adachi  Masao (I),Kara  Juro,Kara  Juro,?
Okasareta hakui,Thriller,1967,Wakamatsu  K?ji,Wakamatsu  K?ji,?,56,Adachi  Masao (I),Kara  Juro,Kara  Juro,?
Days of Wine and Roses,Drama,1962,Edwards  Blake (I),Manulis  Martin,?,117,Miller  J.P. (I),?,Bickford  Charles,Klugman  Jack
Un homme et une femme,Drama,1966,Lelouch  Claude,Lelouch  Claude,?,102,Lelouch  Claude,Uytterhoeven  Pierre,Barouh  Pierre,?
Un homme et une femme,Romance,1966,Lelouch  Claude,Lelouch  Claude,?,102,Lelouch  Claude,Uytterhoeven  Pierre,Barouh  Pierre,?
The Pirate Movie,Adventure,1982,Annakin  Ken,Anderson  David (V),Hamilton  Ted (I),105,Farrant  Trevor,Gilbert  William S.,Atkins  Christopher,Hamilton  Ted (I)
The Pirate Movie,Comedy,1982,Annakin  Ken,Anderson  David (V),Hamilton  Ted (I),105,Farrant  Trevor,Gilbert  William S.,Atkins  Christopher,Hamilton  Ted (I)
The Pirate Movie,Musical,1982,Annakin  Ken,Anderson  David (V),Hamilton  Ted (I),105,Farrant  Trevor,Gilbert  William S.,Atkins  Christopher,Hamilton  Ted (I)
The Pirate Movie,Romance,1982,Annakin  Ken,Anderson  David (V),Hamilton  Ted (I),105,Farrant  Trevor,Gilbert  William S.,Atkins  Christopher,Hamilton  Ted (I)
The Cutting Edge,Drama,1992,Glaser  Paul Michael,Arick  Michael,Cort  Robert W.,101,Arick  Michael,Gilroy  Tony (I),Dotrice  Roy,O'Quinn  Terry
The Cutting Edge,Romance,1992,Glaser  Paul Michael,Arick  Michael,Cort  Robert W.,101,Arick  Michael,Gilroy  Tony (I),Dotrice  Roy,O'Quinn  Terry
The Cutting Edge,Sport,1992,Glaser  Paul Michael,Arick  Michael,Cort  Robert W.,101,Arick  Michael,Gilroy  Tony (I),Dotrice  Roy,O'Quinn  Terry
Yamadamura waltz,Comedy,1988,Kaneko  Sh?suke,Shind?  Jun'ichi,?,94,Isshiki  Nobuyuki,?,Amamiya  Ryo,Gao  Ginji
Osobennosti natsionalnoy okhoty,Comedy,1995,Rogozhkin  Aleksandr,Golutva  Aleksandr,?,93,Rogozhkin  Aleksandr,?,Buldakov  Aleksey,Bychkov  Viktor (I)
First Prince,Short,1998,?,Adelman  Kim (I),?,8,Fanucchi  Victor,Nix  Matt,Gutrecht  Paul,?
Mo jing,Action,2014,Lam  Dante,Cheung  Hong Tat,Lam  Stephen (I),111,Lam  Dante,Lam  Dante,Cheung  Nick,Liu  Kai Chi
Mo jing,Crime,2014,Lam  Dante,Cheung  Hong Tat,Lam  Stephen (I),111,Lam  Dante,Lam  Dante,Cheung  Nick,Liu  Kai Chi
Clock Edd,Comedy,2008,Hives  Colin,Hives  Colin,?,3,Hives  Colin,?,Taylor  Paul (CVIII),?
Clock Edd,Short,2008,Hives  Colin,Hives  Colin,?,3,Hives  Colin,?,Taylor  Paul (CVIII),?
Purana Mandir,Comedy,1984,Ramsay  Shyam,Ramsay  Kanta,?,144,Ahuja  J.K.,Gurdeep  Dr.,Amrapurkar  Sadashiv,Bahl  Mohnish
Purana Mandir,Drama,1984,Ramsay  Shyam,Ramsay  Kanta,?,144,Ahuja  J.K.,Gurdeep  Dr.,Amrapurkar  Sadashiv,Bahl  Mohnish
Purana Mandir,Horror,1984,Ramsay  Shyam,Ramsay  Kanta,?,144,Ahuja  J.K.,Gurdeep  Dr.,Amrapurkar  Sadashiv,Bahl  Mohnish
Purana Mandir,Romance,1984,Ramsay  Shyam,Ramsay  Kanta,?,144,Ahuja  J.K.,Gurdeep  Dr.,Amrapurkar  Sadashiv,Bahl  Mohnish
The Scar Crow,Drama,2009,?,Anderson-Dillon  Crawford,Atherton  Paul (I),84,Benson  Pete (II),Thompson  Andy (IV),Connett  Kevyn,Major  Tim (I)
The Scar Crow,Horror,2009,?,Anderson-Dillon  Crawford,Atherton  Paul (I),84,Benson  Pete (II),Thompson  Andy (IV),Connett  Kevyn,Major  Tim (I)
White Hunter Black Heart,Adventure,1990,Eastwood  Clint,Eastwood  Clint,Rubin  Stanley (I),112,Bridges  James (I),Kennedy  Burt,Eastwood  Clint,Fahey  Jeff (I)
White Hunter Black Heart,Drama,1990,Eastwood  Clint,Eastwood  Clint,Rubin  Stanley (I),112,Bridges  James (I),Kennedy  Burt,Eastwood  Clint,Fahey  Jeff (I)
The War Wagon,Western,1967,Kennedy  Burt,Schwartz  Marvin,?,96,Huffaker  Clair,Huffaker  Clair,Douglas  Kirk (I),Keel  Howard
Angelfist,Action,1993,Santiago  Cirio H.,Corman  Roger,Fernandez  Jonathan (I),80,Greene  Anthony L.,?,Adamos  Archie,Asinas  Ronald
Angelfist,Thriller,1993,Santiago  Cirio H.,Corman  Roger,Fernandez  Jonathan (I),80,Greene  Anthony L.,?,Adamos  Archie,Asinas  Ronald
The Guy with the Golden Sandwich,Comedy,2004,Rubi?  Sergi,Rubi?  Sergi,?,3,Rubi?  Sergi,?,Rubi?  Sergi,?
The Guy with the Golden Sandwich,Romance,2004,Rubi?  Sergi,Rubi?  Sergi,?,3,Rubi?  Sergi,?,Rubi?  Sergi,?
The Guy with the Golden Sandwich,Short,2004,Rubi?  Sergi,Rubi?  Sergi,?,3,Rubi?  Sergi,?,Rubi?  Sergi,?
The Flamingo Kid,Comedy,1984,Marshall  Garry,Abdo  Nick,Dugan  Jessie Ward,100,Goldman  Bo,Marshall  Garry,Dillon  Matt (I),Elizondo  Hector (I)
The Flamingo Kid,Drama,1984,Marshall  Garry,Abdo  Nick,Dugan  Jessie Ward,100,Goldman  Bo,Marshall  Garry,Dillon  Matt (I),Elizondo  Hector (I)
The Flamingo Kid,Romance,1984,Marshall  Garry,Abdo  Nick,Dugan  Jessie Ward,100,Goldman  Bo,Marshall  Garry,Dillon  Matt (I),Elizondo  Hector (I)
The Adventures of Biffle and Shooster,Comedy,2015,Schlesinger  Michael (I),DeMeritt  Michael,Schlesinger  Michael (I),103,Ryan  Will (I),Santa Maria  Nick (I),Ryan  Will (I),Santa Maria  Nick (I)
The Adventures of Biffle and Shooster,Musical,2015,Schlesinger  Michael (I),DeMeritt  Michael,Schlesinger  Michael (I),103,Ryan  Will (I),Santa Maria  Nick (I),Ryan  Will (I),Santa Maria  Nick (I)
Haknyeo,Drama,1975,Byeon  Jang-ho,Kim  In-dong,?,80,Lim  Ha,?,Shin  Sung-il,Yun  Il-bong
Vanilla Sky,Fantasy,2001,Crowe  Cameron (I),Block  Bill (II),Bovaira  Fernando,141,Amen?bar  Alejandro,Crowe  Cameron (I),Cruise  Tom,Russell  Kurt (I)
Vanilla Sky,Mystery,2001,Crowe  Cameron (I),Block  Bill (II),Bovaira  Fernando,141,Amen?bar  Alejandro,Crowe  Cameron (I),Cruise  Tom,Russell  Kurt (I)
Vanilla Sky,Romance,2001,Crowe  Cameron (I),Block  Bill (II),Bovaira  Fernando,141,Amen?bar  Alejandro,Crowe  Cameron (I),Cruise  Tom,Russell  Kurt (I)
Vanilla Sky,Sci-Fi,2001,Crowe  Cameron (I),Block  Bill (II),Bovaira  Fernando,141,Amen?bar  Alejandro,Crowe  Cameron (I),Cruise  Tom,Russell  Kurt (I)
Vanilla Sky,Thriller,2001,Crowe  Cameron (I),Block  Bill (II),Bovaira  Fernando,141,Amen?bar  Alejandro,Crowe  Cameron (I),Cruise  Tom,Russell  Kurt (I)
Hell Is for Heroes,Drama,1962,Siegel  Don,Blanke  Henry,?,90,Carr  Richard (I),Pirosh  Robert,Darin  Bobby,Guardino  Harry
Hell Is for Heroes,War,1962,Siegel  Don,Blanke  Henry,?,90,Carr  Richard (I),Pirosh  Robert,Darin  Bobby,Guardino  Harry
La sindrome di Stendhal,Horror,1996,Argento  Dario,Argento  Dario,Colombo  Giuseppe (I),120,Argento  Dario,Argento  Dario,Diberti  Luigi,Kretschmann  Thomas
La sindrome di Stendhal,Mystery,1996,Argento  Dario,Argento  Dario,Colombo  Giuseppe (I),120,Argento  Dario,Argento  Dario,Diberti  Luigi,Kretschmann  Thomas
La sindrome di Stendhal,Thriller,1996,Argento  Dario,Argento  Dario,Colombo  Giuseppe (I),120,Argento  Dario,Argento  Dario,Diberti  Luigi,Kretschmann  Thomas
Blue Neon,Thriller,2001,Bird  Matt (I),Bird  Matt (I),?,85,Bird  Matt (I),?,Britton  Boyd,van Rooyen  John
Xin xian he shen zhen,Action,1993,Chan  Benny (I),Tsui  Hark,?,93,Tsui  Hark,Tsui  Jobic,Lau  Damian,Leung  Tony Chiu Wai
Xin xian he shen zhen,Fantasy,1993,Chan  Benny (I),Tsui  Hark,?,93,Tsui  Hark,Tsui  Jobic,Lau  Damian,Leung  Tony Chiu Wai
The Young and the Brave,Drama,1963,Lyon  Francis D.,Lyles  A.C.,?,84,Davidson  Ronald (I),Lay Jr.  Beirne,Arlen  Richard,Bendix  William
The Young and the Brave,War,1963,Lyon  Francis D.,Lyles  A.C.,?,84,Davidson  Ronald (I),Lay Jr.  Beirne,Arlen  Richard,Bendix  William
Hard Ball,Drama,2001,Robbins  Brian (I),Gains  Herb,McCormick  Kevin (I),106,Coyle  Daniel (I),Gatins  John,Hawkes  John (I),Reeves  Keanu
Hard Ball,Sport,2001,Robbins  Brian (I),Gains  Herb,McCormick  Kevin (I),106,Coyle  Daniel (I),Gatins  John,Hawkes  John (I),Reeves  Keanu
Sti mahi tis Kritis,Drama,1970,Georgiadis  Vasilis (I),Paris  James (I),?,86,Filippoulis  Stamatis,Iquino  Ignacio F.,Politis  Hristos,Stratigos  Stephanos
Sti mahi tis Kritis,War,1970,Georgiadis  Vasilis (I),Paris  James (I),?,86,Filippoulis  Stamatis,Iquino  Ignacio F.,Politis  Hristos,Stratigos  Stephanos
At Long Last Love,Comedy,1975,Bogdanovich  Peter,Bogdanovich  Peter,Marshall  Frank (I),118,Bogdanovich  Peter,?,Del Prete  Duilio,Reynolds  Burt (I)
At Long Last Love,Musical,1975,Bogdanovich  Peter,Bogdanovich  Peter,Marshall  Frank (I),118,Bogdanovich  Peter,?,Del Prete  Duilio,Reynolds  Burt (I)
At Long Last Love,Romance,1975,Bogdanovich  Peter,Bogdanovich  Peter,Marshall  Frank (I),118,Bogdanovich  Peter,?,Del Prete  Duilio,Reynolds  Burt (I)
Buenos Aires Vice Versa,Comedy,1996,Agresti  Alejandro,Agresti  Alejandro,Pauls  Axel,122,Agresti  Alejandro,?,Mir?s  Fern?n,Pauls  Nicol?s
Buenos Aires Vice Versa,Drama,1996,Agresti  Alejandro,Agresti  Alejandro,Pauls  Axel,122,Agresti  Alejandro,?,Mir?s  Fern?n,Pauls  Nicol?s
El naco mas naco,Comedy,1982,Zacar?as  Alfredo,Zacar?as  Alfredo,?,85,Zacar?as  Alfredo,?,del Castillo  Eric (I),Henaine  Gaspar
Physical Evidence,Crime,1989,Crichton  Michael,Carmody  Don,Ransohoff  Martin,99,Phillips  Bill (I),Phillips  Bill (I),Beatty  Ned,Reynolds  Burt (I)
Physical Evidence,Mystery,1989,Crichton  Michael,Carmody  Don,Ransohoff  Martin,99,Phillips  Bill (I),Phillips  Bill (I),Beatty  Ned,Reynolds  Burt (I)
Physical Evidence,Romance,1989,Crichton  Michael,Carmody  Don,Ransohoff  Martin,99,Phillips  Bill (I),Phillips  Bill (I),Beatty  Ned,Reynolds  Burt (I)
Physical Evidence,Thriller,1989,Crichton  Michael,Carmody  Don,Ransohoff  Martin,99,Phillips  Bill (I),Phillips  Bill (I),Beatty  Ned,Reynolds  Burt (I)
Trick or Treats,Horror,1982,Graver  Gary,Byrd  Caruth C.,Dietz  Hedy,91,Graver  Gary,?,Carradine  David,Graver  Chris (I)
Some Like It Cool,Comedy,1962,Winner  Michael,Fancey  Adrienne,Fancey  B.C.,61,Winner  Michael,?,Jackson  Brian (I),Rolland  Marc (I)
Frogtown II,Action,1992,Jackson  Donald G. (I),Pfeiffer  Scott (I),Shaw  Scott (I),90,Jackson  Donald G. (I),Jackson  Donald G. (I),Kelsey (I),Z'Dar  Robert
Frogtown II,Sci-Fi,1992,Jackson  Donald G. (I),Pfeiffer  Scott (I),Shaw  Scott (I),90,Jackson  Donald G. (I),Jackson  Donald G. (I),Kelsey (I),Z'Dar  Robert
Fresa y chocolate,Comedy,1993,Guti?rrez Alea  Tom?s,Balzaretti  Georgina,Cabrera  Frank (I),108,Guti?rrez Alea  Tom?s,Paz  Senel,Cruz  Vladimir,Gattorno  Francisco
Fresa y chocolate,Drama,1993,Guti?rrez Alea  Tom?s,Balzaretti  Georgina,Cabrera  Frank (I),108,Guti?rrez Alea  Tom?s,Paz  Senel,Cruz  Vladimir,Gattorno  Francisco
