title,genre,year,director1,producer1,producer2,runningTime,writer1,writer2,actor1,actor2
Catch a Fire,Biography,2006,Noyce  Phillip,Abberley  Jeff,Bevan  Tim (I),101,Slovo  Shawn,?,Luke  Derek (I),Robbins  Tim (I)
Catch a Fire,Drama,2006,Noyce  Phillip,Abberley  Jeff,Bevan  Tim (I),101,Slovo  Shawn,?,Luke  Derek (I),Robbins  Tim (I)
Catch a Fire,History,2006,Noyce  Phillip,Abberley  Jeff,Bevan  Tim (I),101,Slovo  Shawn,?,Luke  Derek (I),Robbins  Tim (I)
Sahwasan,Action,1969,Ko  Young Nam (I),Han  Gab-jin,?,104,Kim  Dong-hyeon (I),?,Kim  Seung-Ho (I),Lee  Dae-yeob
Traiganlos vivos o muertos,Action,1974,Galindo  Rub?n,Galindo  Pedro (I),?,85,Galindo  Rub?n,?,Armend?riz Jr.  Pedro,de Anda  Rodolfo
Traiganlos vivos o muertos,Drama,1974,Galindo  Rub?n,Galindo  Pedro (I),?,85,Galindo  Rub?n,?,Armend?riz Jr.  Pedro,de Anda  Rodolfo
Traiganlos vivos o muertos,Western,1974,Galindo  Rub?n,Galindo  Pedro (I),?,85,Galindo  Rub?n,?,Armend?riz Jr.  Pedro,de Anda  Rodolfo
Da wan,Comedy,2001,Feng  Xiaogang,Duke  Paul (II),He  Ping (I),100,Feng  Xiaogang,Li  Xiaoming (II),Ge  You,Sutherland  Donald (I)
Da wan,Drama,2001,Feng  Xiaogang,Duke  Paul (II),He  Ping (I),100,Feng  Xiaogang,Li  Xiaoming (II),Ge  You,Sutherland  Donald (I)
Militia,Action,2000,Wynorski  Jim,Hertzberg  Paul,Jones  Christian (II),89,Carson  William (I),Latshaw  Steve,Cain  Dean (I),Forrest  Frederic
Militia,Adventure,2000,Wynorski  Jim,Hertzberg  Paul,Jones  Christian (II),89,Carson  William (I),Latshaw  Steve,Cain  Dean (I),Forrest  Frederic
Deadlier Than the Male,Adventure,1967,Thomas  Ralph (I),Box  Betty E.,Box  Sydney,101,Charles-Williams  Liz,Fairlie  Gerard,Green  Nigel (I),Johnson  Richard (I)
Deadlier Than the Male,Crime,1967,Thomas  Ralph (I),Box  Betty E.,Box  Sydney,101,Charles-Williams  Liz,Fairlie  Gerard,Green  Nigel (I),Johnson  Richard (I)
Deadlier Than the Male,Drama,1967,Thomas  Ralph (I),Box  Betty E.,Box  Sydney,101,Charles-Williams  Liz,Fairlie  Gerard,Green  Nigel (I),Johnson  Richard (I)
Deadlier Than the Male,Mystery,1967,Thomas  Ralph (I),Box  Betty E.,Box  Sydney,101,Charles-Williams  Liz,Fairlie  Gerard,Green  Nigel (I),Johnson  Richard (I)
Deadlier Than the Male,Thriller,1967,Thomas  Ralph (I),Box  Betty E.,Box  Sydney,101,Charles-Williams  Liz,Fairlie  Gerard,Green  Nigel (I),Johnson  Richard (I)
Carry on Dick,Adventure,1974,Thomas  Gerald (I),Rogers  Peter (I),?,91,Evans  George (IV),Rothwell  Talbot,James  Sidney (II),Williams  Kenneth (I)
Carry on Dick,Comedy,1974,Thomas  Gerald (I),Rogers  Peter (I),?,91,Evans  George (IV),Rothwell  Talbot,James  Sidney (II),Williams  Kenneth (I)
The Sunchaser,Crime,1996,Cimino  Michael (I),Caracciolo  Joseph M.,Cimino  Michael (I),122,Leavitt  Charles (I),?,Harrelson  Woody,Seda  Jon
The Sunchaser,Drama,1996,Cimino  Michael (I),Caracciolo  Joseph M.,Cimino  Michael (I),122,Leavitt  Charles (I),?,Harrelson  Woody,Seda  Jon
La descarriada,Comedy,1973,Ozores  Mariano (I),Cascales  Jos? Antonio,?,88,Ozores  Mariano (I),?,Ozores  Antonio,?
Goldengirl,Drama,1979,Sargent  Joseph (I),Cluer  Alan,Kastner  Elliott,104,Kohn  John (I),Lovesey  Peter,Coburn  James (I),J?rgens  Curd
Goldengirl,Sci-Fi,1979,Sargent  Joseph (I),Cluer  Alan,Kastner  Elliott,104,Kohn  John (I),Lovesey  Peter,Coburn  James (I),J?rgens  Curd
Goldengirl,Sport,1979,Sargent  Joseph (I),Cluer  Alan,Kastner  Elliott,104,Kohn  John (I),Lovesey  Peter,Coburn  James (I),J?rgens  Curd
Cool Sheets,Adult,1989,Spinelli  Anthony (I),Spinelli  Anthony (I),?,77,Spinelli  Mitch,?,Martin  Jon (I),West  Randy (I)
Coonskin,Animation,1975,Bakshi  Ralph,Horowitz  Alan P.,Ruddy  Albert S.,100,Bakshi  Ralph,?,Gordone  Charles,White  Barry (II)
Coonskin,Crime,1975,Bakshi  Ralph,Horowitz  Alan P.,Ruddy  Albert S.,100,Bakshi  Ralph,?,Gordone  Charles,White  Barry (II)
Coonskin,Drama,1975,Bakshi  Ralph,Horowitz  Alan P.,Ruddy  Albert S.,100,Bakshi  Ralph,?,Gordone  Charles,White  Barry (II)
Baciami ancora,Drama,2010,Muccino  Gabriele,Procacci  Domenico,?,139,Muccino  Gabriele,?,Accorsi  Stefano,Favino  Pierfrancesco
Baciami ancora,Romance,2010,Muccino  Gabriele,Procacci  Domenico,?,139,Muccino  Gabriele,?,Accorsi  Stefano,Favino  Pierfrancesco
Christmas Mail,Comedy,2010,Murlowski  John (I),Bordas  Sharon,Jacobs  Michael (II),89,Lacey  Lorene,Palmer Peterson  Steven,Buckley  A.J. (I),Munro  Lochlyn
Christmas Mail,Drama,2010,Murlowski  John (I),Bordas  Sharon,Jacobs  Michael (II),89,Lacey  Lorene,Palmer Peterson  Steven,Buckley  A.J. (I),Munro  Lochlyn
Christmas Mail,Family,2010,Murlowski  John (I),Bordas  Sharon,Jacobs  Michael (II),89,Lacey  Lorene,Palmer Peterson  Steven,Buckley  A.J. (I),Munro  Lochlyn
Christmas Mail,Romance,2010,Murlowski  John (I),Bordas  Sharon,Jacobs  Michael (II),89,Lacey  Lorene,Palmer Peterson  Steven,Buckley  A.J. (I),Munro  Lochlyn
Tajvanska kanasta,Comedy,1985,Markovic  Goran (I),Zmukic  Milan,?,101,Markovic  Goran (I),Nikolic  Milan (I),Komnenic  Boris,Polic  Radko
Tajvanska kanasta,Drama,1985,Markovic  Goran (I),Zmukic  Milan,?,101,Markovic  Goran (I),Nikolic  Milan (I),Komnenic  Boris,Polic  Radko
Rafales,Crime,1990,M?lan?on  Andr?,Gagnon  Alain (I),Gagnon  Claude (I),88,Bouchard  Denis,Leboeuf  Marcel,Blanchard  Claude,Bouchard  Denis
Rafales,Drama,1990,M?lan?on  Andr?,Gagnon  Alain (I),Gagnon  Claude (I),88,Bouchard  Denis,Leboeuf  Marcel,Blanchard  Claude,Bouchard  Denis
Rafales,Thriller,1990,M?lan?on  Andr?,Gagnon  Alain (I),Gagnon  Claude (I),88,Bouchard  Denis,Leboeuf  Marcel,Blanchard  Claude,Bouchard  Denis
The Kentucky Fried Movie,Comedy,1977,Landis  John (I),Jorgensen  Kim (I),Kostroff  Larry,83,Abrahams  Jim,Zucker  David (I),Kahan  Saul,Zucker  David (I)
Identyfikatsiya Porna,Comedy,2013,Yeriomin  Nikolay,Pervushin  Mikhail,?,3,Pustovalov  Slava,Yeriomin  Nikolay,Bondarev  Mikhail,Kozak  Yaroslav
Identyfikatsiya Porna,Mystery,2013,Yeriomin  Nikolay,Pervushin  Mikhail,?,3,Pustovalov  Slava,Yeriomin  Nikolay,Bondarev  Mikhail,Kozak  Yaroslav
Identyfikatsiya Porna,Short,2013,Yeriomin  Nikolay,Pervushin  Mikhail,?,3,Pustovalov  Slava,Yeriomin  Nikolay,Bondarev  Mikhail,Kozak  Yaroslav
Identyfikatsiya Porna,Thriller,2013,Yeriomin  Nikolay,Pervushin  Mikhail,?,3,Pustovalov  Slava,Yeriomin  Nikolay,Bondarev  Mikhail,Kozak  Yaroslav
The Secret Agent Club,Action,1996,Murlowski  John (I),Belfort  Jordan,Lifton  Jimmy,90,Johnston  Rory (I),?,Hogan  Hulk,McCurley  Matthew
The Secret Agent Club,Comedy,1996,Murlowski  John (I),Belfort  Jordan,Lifton  Jimmy,90,Johnston  Rory (I),?,Hogan  Hulk,McCurley  Matthew
The Secret Agent Club,Family,1996,Murlowski  John (I),Belfort  Jordan,Lifton  Jimmy,90,Johnston  Rory (I),?,Hogan  Hulk,McCurley  Matthew
Sparked,Comedy,2015,?,Aguirre  Ashley,Calistro Felipe  Leticia,17,Carganilla  Paul,Carganilla  Paul,Carganilla  Paul,?
Sparked,Drama,2015,?,Aguirre  Ashley,Calistro Felipe  Leticia,17,Carganilla  Paul,Carganilla  Paul,Carganilla  Paul,?
Sparked,Romance,2015,?,Aguirre  Ashley,Calistro Felipe  Leticia,17,Carganilla  Paul,Carganilla  Paul,Carganilla  Paul,?
Sparked,Short,2015,?,Aguirre  Ashley,Calistro Felipe  Leticia,17,Carganilla  Paul,Carganilla  Paul,Carganilla  Paul,?
Honeydripper,Crime,2007,Sayles  John (I),Deutchman  Ira,Kirr  Susan,124,Sayles  John (I),?,Dutton  Charles S.,Glover  Danny (I)
Honeydripper,Drama,2007,Sayles  John (I),Deutchman  Ira,Kirr  Susan,124,Sayles  John (I),?,Dutton  Charles S.,Glover  Danny (I)
Honeydripper,History,2007,Sayles  John (I),Deutchman  Ira,Kirr  Susan,124,Sayles  John (I),?,Dutton  Charles S.,Glover  Danny (I)
Honeydripper,Music,2007,Sayles  John (I),Deutchman  Ira,Kirr  Susan,124,Sayles  John (I),?,Dutton  Charles S.,Glover  Danny (I)
Honeydripper,Musical,2007,Sayles  John (I),Deutchman  Ira,Kirr  Susan,124,Sayles  John (I),?,Dutton  Charles S.,Glover  Danny (I)
Boy posleden,Drama,1977,Heskiya  Zako,Vulchev  Nikola,?,143,Andreev  Veselin (I),Bachvarova  Svoboda,Banov  Vasil,Burdzhev  Ivan
Shan zha shu zhi lian,Drama,2010,Zhang  Yimou,Cao  Hyuai,Kong  William (I),114,Ah  Mei,Gu  Xiaobai,Dou  Shawn,?
Shan zha shu zhi lian,Romance,2010,Zhang  Yimou,Cao  Hyuai,Kong  William (I),114,Ah  Mei,Gu  Xiaobai,Dou  Shawn,?
Bukan pocong biasa,Comedy,2011,Nuala  Nayato Fio,Bintang  Firman,T.S.M.  Nanang,80,Sulaeman  T.B. Ule,?,Zimah  Zacky,?
Bukan pocong biasa,Horror,2011,Nuala  Nayato Fio,Bintang  Firman,T.S.M.  Nanang,80,Sulaeman  T.B. Ule,?,Zimah  Zacky,?
Beneath the Planet of the Apes,Action,1970,Post  Ted,Abrahams  Mort,Jacobs  Arthur P.,95,Abrahams  Mort,Boulle  Pierre,Evans  Maurice (I),Franciscus  James
Beneath the Planet of the Apes,Adventure,1970,Post  Ted,Abrahams  Mort,Jacobs  Arthur P.,95,Abrahams  Mort,Boulle  Pierre,Evans  Maurice (I),Franciscus  James
Beneath the Planet of the Apes,Sci-Fi,1970,Post  Ted,Abrahams  Mort,Jacobs  Arthur P.,95,Abrahams  Mort,Boulle  Pierre,Evans  Maurice (I),Franciscus  James
Vota a Gundisalvo,Comedy,1977,Lazaga  Pedro (I),Dibildos  Jos? Luis,Mart?n  Antonio (II),88,Dibildos  Jos? Luis,Dibildos  Jos? Luis,Ferrandis  Antonio,Guti?rrez Caba  Emilio
Jidu zhongfan,Action,1998,Lam  Ringo,Au  Twiggie,Cul  Song Ming,109,Lam  Ringo,Lau  W.K.,Cheung  Julian,Koo  Louis
Jidu zhongfan,Crime,1998,Lam  Ringo,Au  Twiggie,Cul  Song Ming,109,Lam  Ringo,Lau  W.K.,Cheung  Julian,Koo  Louis
Jidu zhongfan,Thriller,1998,Lam  Ringo,Au  Twiggie,Cul  Song Ming,109,Lam  Ringo,Lau  W.K.,Cheung  Julian,Koo  Louis
The Journey of August King,Drama,1995,Duigan  John (I),Gladstein  Richard N.,Mace  Borden,91,Ehle  John,Ehle  John,Drake  Larry (I),Patric  Jason
Napoleoncito,Comedy,1964,Mart?nez Solares  Gilberto,Pimstein  Valentin,Walerstein  Gregorio,96,Fern?ndez Uns?in  Jos? Mar?a,?,Alem?n  Julio,Bendayan  Amador
The Adventures of Ford Fairlane,Action,1990,Harlin  Renny,Levy  Michael (II),Perry  Steve (I),104,Arnott  David (I),Arnott  David (I),Clay  Andrew Dice,Day  Morris
The Adventures of Ford Fairlane,Adventure,1990,Harlin  Renny,Levy  Michael (II),Perry  Steve (I),104,Arnott  David (I),Arnott  David (I),Clay  Andrew Dice,Day  Morris
The Adventures of Ford Fairlane,Comedy,1990,Harlin  Renny,Levy  Michael (II),Perry  Steve (I),104,Arnott  David (I),Arnott  David (I),Clay  Andrew Dice,Day  Morris
The Adventures of Ford Fairlane,Music,1990,Harlin  Renny,Levy  Michael (II),Perry  Steve (I),104,Arnott  David (I),Arnott  David (I),Clay  Andrew Dice,Day  Morris
The Adventures of Ford Fairlane,Mystery,1990,Harlin  Renny,Levy  Michael (II),Perry  Steve (I),104,Arnott  David (I),Arnott  David (I),Clay  Andrew Dice,Day  Morris
The Radar,Comedy,2013,?,Benichou  Samuel,Carle  Franck (I),18,Marbot  Nicky,Rouiller  Jan,Battoue  Gauthier,Kihal  Husky
The Radar,Short,2013,?,Benichou  Samuel,Carle  Franck (I),18,Marbot  Nicky,Rouiller  Jan,Battoue  Gauthier,Kihal  Husky
Saatwan Aasman,Drama,1992,Bhatt  Mahesh (I),Mehta  Pranlal V.,?,130,Sanim  Suraj,Sanim  Suraj,Gill  Avtar,Mushran  Vivek
The Fall of the Essex Boys,Crime,2013,Tanter  Paul,Krause  Benjamin (I),Meredith  Toby,87,Reynolds  Stephen (IV),Sothcott  Jonathan,Barrett  Peter (III),Brown  Jay (IX)
The Guns of Navarone,Action,1961,Lee Thompson  J.,Becker  Leon,Ford  Cecil F.,158,Foreman  Carl (I),MacLean  Alistair,Baker  Stanley (I),Niven  David (I)
The Guns of Navarone,Adventure,1961,Lee Thompson  J.,Becker  Leon,Ford  Cecil F.,158,Foreman  Carl (I),MacLean  Alistair,Baker  Stanley (I),Niven  David (I)
The Guns of Navarone,Drama,1961,Lee Thompson  J.,Becker  Leon,Ford  Cecil F.,158,Foreman  Carl (I),MacLean  Alistair,Baker  Stanley (I),Niven  David (I)
The Guns of Navarone,War,1961,Lee Thompson  J.,Becker  Leon,Ford  Cecil F.,158,Foreman  Carl (I),MacLean  Alistair,Baker  Stanley (I),Niven  David (I)
Kallesler,Action,1972,U?anoglu  Y?cel,Tilav  Erdogan,?,72,Engin  Ilhan,?,Yigit  Tamer (II),?
Kallesler,Adventure,1972,U?anoglu  Y?cel,Tilav  Erdogan,?,72,Engin  Ilhan,?,Yigit  Tamer (II),?
Kallesler,Crime,1972,U?anoglu  Y?cel,Tilav  Erdogan,?,72,Engin  Ilhan,?,Yigit  Tamer (II),?
Kral arkadasim,Romance,1964,Seden  Osman F.,Seden  Osman F.,?,89,Seden  Osman F.,?,Isik  Ayhan (I),Turan  S?leyman
Aein gyoshil,Drama,1973,Ko  Young Nam (I),Seo  Jong-ho,?,99,Han  Mu-suk,Jeon  Beom-seong,Shin  Sung-il,?
Sachaa Jhutha,Action,1970,Desai  Manmohan,Doshi  Vinod,?,143,Desai  Smt. Jeevanprabha M.,Raj  Prayag,Khanna  Rajesh (I),Khanna  Vinod
Sachaa Jhutha,Comedy,1970,Desai  Manmohan,Doshi  Vinod,?,143,Desai  Smt. Jeevanprabha M.,Raj  Prayag,Khanna  Rajesh (I),Khanna  Vinod
Sachaa Jhutha,Crime,1970,Desai  Manmohan,Doshi  Vinod,?,143,Desai  Smt. Jeevanprabha M.,Raj  Prayag,Khanna  Rajesh (I),Khanna  Vinod
Sachaa Jhutha,Drama,1970,Desai  Manmohan,Doshi  Vinod,?,143,Desai  Smt. Jeevanprabha M.,Raj  Prayag,Khanna  Rajesh (I),Khanna  Vinod
Sachaa Jhutha,Family,1970,Desai  Manmohan,Doshi  Vinod,?,143,Desai  Smt. Jeevanprabha M.,Raj  Prayag,Khanna  Rajesh (I),Khanna  Vinod
Sachaa Jhutha,Musical,1970,Desai  Manmohan,Doshi  Vinod,?,143,Desai  Smt. Jeevanprabha M.,Raj  Prayag,Khanna  Rajesh (I),Khanna  Vinod
American Splendor,Biography,2003,Berman  Shari Springer,Baldwin  Declan,Hope  Ted (I),101,Berman  Shari Springer,Brabner  Joyce,Ambrose  Chris,Carter  Cameron (I)
American Splendor,Comedy,2003,Berman  Shari Springer,Baldwin  Declan,Hope  Ted (I),101,Berman  Shari Springer,Brabner  Joyce,Ambrose  Chris,Carter  Cameron (I)
American Splendor,Drama,2003,Berman  Shari Springer,Baldwin  Declan,Hope  Ted (I),101,Berman  Shari Springer,Brabner  Joyce,Ambrose  Chris,Carter  Cameron (I)
Los reyes del sablazo,Comedy,1984,Carreras  Enrique,Repetto  Luis Osvaldo,?,90,Carreras  Enrique,Cortazzo  Ariel,Olmedo  Alberto (I),Porcel  Jorge
Winter of Our Dreams,Drama,1981,Duigan  John (I),Mason  Richard (I),?,89,Duigan  John (I),?,Brown  Bryan (I),Luhrmann  Baz
Winter of Our Dreams,Romance,1981,Duigan  John (I),Mason  Richard (I),?,89,Duigan  John (I),?,Brown  Bryan (I),Luhrmann  Baz
That Funny Feeling,Comedy,1965,Thorpe  Richard (I),Keller  Harry,?,93,Barasch  Norman,Moore  Carroll (I),Darin  Bobby,O'Connor  Donald
That Funny Feeling,Romance,1965,Thorpe  Richard (I),Keller  Harry,?,93,Barasch  Norman,Moore  Carroll (I),Darin  Bobby,O'Connor  Donald
Ji dao zhui zong,Crime,1991,Hui  Ann (I),Leung  Lai-Yee,Tsang  Eric (I),97,To  Raymond,Wu  Nien-Jen,Lau  Andy (I),Tuo  Chung-Hua
Ji dao zhui zong,Drama,1991,Hui  Ann (I),Leung  Lai-Yee,Tsang  Eric (I),97,To  Raymond,Wu  Nien-Jen,Lau  Andy (I),Tuo  Chung-Hua
Ji dao zhui zong,Romance,1991,Hui  Ann (I),Leung  Lai-Yee,Tsang  Eric (I),97,To  Raymond,Wu  Nien-Jen,Lau  Andy (I),Tuo  Chung-Hua
Desolate Creatures,Drama,2013,Huang  James (II),Huang  James (II),Kwon  Bo Ram,16,Shinobu  Muni,Yu  Chin (I),Quinn  Zach (II),?
Desolate Creatures,Romance,2013,Huang  James (II),Huang  James (II),Kwon  Bo Ram,16,Shinobu  Muni,Yu  Chin (I),Quinn  Zach (II),?
Desolate Creatures,Short,2013,Huang  James (II),Huang  James (II),Kwon  Bo Ram,16,Shinobu  Muni,Yu  Chin (I),Quinn  Zach (II),?
Full Metal Jacket,Drama,1987,Kubrick  Stanley,Harlan  Jan,Herr  Michael,116,Hasford  Gustav,Hasford  Gustav,Baldwin  Adam (I),D'Onofrio  Vincent
Full Metal Jacket,War,1987,Kubrick  Stanley,Harlan  Jan,Herr  Michael,116,Hasford  Gustav,Hasford  Gustav,Baldwin  Adam (I),D'Onofrio  Vincent
The World Is Not Enough,Action,1999,Apted  Michael,Broccoli  Barbara,Goldsack  Nigel,128,Feirstein  Bruce,Fleming  Ian (I),Brosnan  Pierce,Carlyle  Robert (I)
The World Is Not Enough,Adventure,1999,Apted  Michael,Broccoli  Barbara,Goldsack  Nigel,128,Feirstein  Bruce,Fleming  Ian (I),Brosnan  Pierce,Carlyle  Robert (I)
The World Is Not Enough,Thriller,1999,Apted  Michael,Broccoli  Barbara,Goldsack  Nigel,128,Feirstein  Bruce,Fleming  Ian (I),Brosnan  Pierce,Carlyle  Robert (I)
Amici miei,Comedy,1975,Monicelli  Mario,Nebiolo  Carlo,Rizzoli  Andrea,140,Benvenuti  Leonardo,De Bernardi  Piero,Del Prete  Duilio,Moschin  Gastone
Nightmare Beach,Horror,1989,Lenzi  Umberto (I),Immerman  William J.,Konski  Josi W.,90,Justice  James (III),Lenzi  Umberto (I),De Toth  Nicolas,LeGault  Lance
The Ultimate Warrior,Action,1975,Clouse  Robert,Calloway  David,Heller  Paul M.,94,Clouse  Robert,Curnen  Tim,Brynner  Yul,Smith  William (I)
The Ultimate Warrior,Sci-Fi,1975,Clouse  Robert,Calloway  David,Heller  Paul M.,94,Clouse  Robert,Curnen  Tim,Brynner  Yul,Smith  William (I)
Deonal daeneun maleobti,Drama,1964,Kim  Ki-duk (I),Cha  Tae-jin,?,103,Seo  Yun-sung,?,Kim  Seung-Ho (I),Shin  Sung-il
Las luchadoras contra la momia,Adventure,1964,Cardona  Ren? (I),Calder?n  Guillermo (I),?,85,Calder?n  Guillermo (I),Salazar  Alfredo (I),Silvestre  Armando,?
Las luchadoras contra la momia,Horror,1964,Cardona  Ren? (I),Calder?n  Guillermo (I),?,85,Calder?n  Guillermo (I),Salazar  Alfredo (I),Silvestre  Armando,?
Las luchadoras contra la momia,Sci-Fi,1964,Cardona  Ren? (I),Calder?n  Guillermo (I),?,85,Calder?n  Guillermo (I),Salazar  Alfredo (I),Silvestre  Armando,?
Tower Heist,Action,2011,Ratner  Brett,Carraro  Bill,Grazer  Brian,104,Collage  Bill,Cooper  Adam (IV),Affleck  Casey,Alda  Alan
Tower Heist,Comedy,2011,Ratner  Brett,Carraro  Bill,Grazer  Brian,104,Collage  Bill,Cooper  Adam (IV),Affleck  Casey,Alda  Alan
Tower Heist,Crime,2011,Ratner  Brett,Carraro  Bill,Grazer  Brian,104,Collage  Bill,Cooper  Adam (IV),Affleck  Casey,Alda  Alan
The Sins of Rachel Cade,Drama,1961,Douglas  Gordon,Blanke  Henry,?,124,Anhalt  Edward,Mercer  Charles,Finch  Peter (I),John  Errol
The Sins of Rachel Cade,Romance,1961,Douglas  Gordon,Blanke  Henry,?,124,Anhalt  Edward,Mercer  Charles,Finch  Peter (I),John  Errol
The McKenzie Break,Action,1970,Johnson  Lamont (I),Gardner  Arthur (I),Levy  Jules V.,108,Norton  William W.,Shelley  Sidney,Griem  Helmut,Hendry  Ian (I)
The McKenzie Break,Drama,1970,Johnson  Lamont (I),Gardner  Arthur (I),Levy  Jules V.,108,Norton  William W.,Shelley  Sidney,Griem  Helmut,Hendry  Ian (I)
The McKenzie Break,War,1970,Johnson  Lamont (I),Gardner  Arthur (I),Levy  Jules V.,108,Norton  William W.,Shelley  Sidney,Griem  Helmut,Hendry  Ian (I)
Xoxontla,Drama,1978,Mariscal  Alberto,L?pez  H?ctor (II),?,105,Calvo de la Torre  ?ngel,Mariscal  Alberto,Benavides  Arturo,Busquets  Narciso
Xoxontla,Fantasy,1978,Mariscal  Alberto,L?pez  H?ctor (II),?,105,Calvo de la Torre  ?ngel,Mariscal  Alberto,Benavides  Arturo,Busquets  Narciso
Xoxontla,Mystery,1978,Mariscal  Alberto,L?pez  H?ctor (II),?,105,Calvo de la Torre  ?ngel,Mariscal  Alberto,Benavides  Arturo,Busquets  Narciso
La guerra dei robot,Adventure,1978,Brescia  Alfonso,Alessi  Luigi,?,103,Brescia  Alfonso,Crudo  Aldo,Sabato  Antonio (I),?
La guerra dei robot,Sci-Fi,1978,Brescia  Alfonso,Alessi  Luigi,?,103,Brescia  Alfonso,Crudo  Aldo,Sabato  Antonio (I),?
Wonderful Life,Music,1964,Furie  Sidney J.,Harper  Kenneth (I),Mitchell  Andrew (I),113,Cass  Ronald,Myers  Peter (I),Richard  Cliff,Slezak  Walter
Wonderful Life,Musical,1964,Furie  Sidney J.,Harper  Kenneth (I),Mitchell  Andrew (I),113,Cass  Ronald,Myers  Peter (I),Richard  Cliff,Slezak  Walter
Wonderful Life,Romance,1964,Furie  Sidney J.,Harper  Kenneth (I),Mitchell  Andrew (I),113,Cass  Ronald,Myers  Peter (I),Richard  Cliff,Slezak  Walter
Phantasm,Horror,1979,Coscarelli  Don,Coscarelli  Dac,Lee  Bud (I),88,Borg  Zane,Coscarelli  Don,Bannister  Reggie,Thornbury  Bill
Phantasm,Sci-Fi,1979,Coscarelli  Don,Coscarelli  Dac,Lee  Bud (I),88,Borg  Zane,Coscarelli  Don,Bannister  Reggie,Thornbury  Bill
E tan qun ying hui,Action,1976,Ting  Shan-Hsi,Chow  Raymond,Mao  Lu (I),96,Ting  Shan-Hsi,?,Ko  Chun Hsiung,Lazenby  George
E tan qun ying hui,Adventure,1976,Ting  Shan-Hsi,Chow  Raymond,Mao  Lu (I),96,Ting  Shan-Hsi,?,Ko  Chun Hsiung,Lazenby  George
E tan qun ying hui,Crime,1976,Ting  Shan-Hsi,Chow  Raymond,Mao  Lu (I),96,Ting  Shan-Hsi,?,Ko  Chun Hsiung,Lazenby  George
E tan qun ying hui,Drama,1976,Ting  Shan-Hsi,Chow  Raymond,Mao  Lu (I),96,Ting  Shan-Hsi,?,Ko  Chun Hsiung,Lazenby  George
Cosas que nunca te dije,Comedy,1996,Coixet  Isabel,Carb?  Javier,Medrano  Dora,93,Coixet  Isabel,?,McCarthy  Andrew (I),?
Cosas que nunca te dije,Drama,1996,Coixet  Isabel,Carb?  Javier,Medrano  Dora,93,Coixet  Isabel,?,McCarthy  Andrew (I),?
Cosas que nunca te dije,Romance,1996,Coixet  Isabel,Carb?  Javier,Medrano  Dora,93,Coixet  Isabel,?,McCarthy  Andrew (I),?
The Lightship,Drama,1985,Skolimowski  Jerzy,Benenson  Bill,Borman  Moritz,89,Lenz  Siegfried,Mai  William,Brandauer  Klaus Maria,Duvall  Robert
Gong woo lung foo moon,Action,1987,Cheung  Tung Cho 'Joe',Lau  Jeffrey (I),Tang  Alan (I),99,Lau  Jeffrey (I),Wong  Kar Wai,Tang  Alan (I),?
Gong woo lung foo moon,Crime,1987,Cheung  Tung Cho 'Joe',Lau  Jeffrey (I),Tang  Alan (I),99,Lau  Jeffrey (I),Wong  Kar Wai,Tang  Alan (I),?
Gong woo lung foo moon,Romance,1987,Cheung  Tung Cho 'Joe',Lau  Jeffrey (I),Tang  Alan (I),99,Lau  Jeffrey (I),Wong  Kar Wai,Tang  Alan (I),?
Gia mia houfta touristries,Comedy,1971,Thalassinos  Errikos,Paris  James (I),?,80,Kontellis  Panos,?,Alexandrakis  Alekos,Moustakas  Sotiris
Los santos inocentes,Drama,1984,Camus  Mario,Mateos  Juli?n (I),?,107,Camus  Mario,Delibes  Miguel,Landa  Alfredo,Sachez  Juan
American Daylight,Crime,2004,Christian  Roger (I),Bedi  Bobby (I),Bedi  Puja,98,Dhondy  Farrukh (I),?,Grover  Gulshan,Moran  Nick (I)
American Daylight,Drama,2004,Christian  Roger (I),Bedi  Bobby (I),Bedi  Puja,98,Dhondy  Farrukh (I),?,Grover  Gulshan,Moran  Nick (I)
American Daylight,Romance,2004,Christian  Roger (I),Bedi  Bobby (I),Bedi  Puja,98,Dhondy  Farrukh (I),?,Grover  Gulshan,Moran  Nick (I)
Bride of Chucky,Comedy,1998,Yu  Ronny,Gilroy  Grace,Kirschner  David (I),89,Mancini  Don (I),Mancini  Don (I),Stabile  Nick,?
Bride of Chucky,Horror,1998,Yu  Ronny,Gilroy  Grace,Kirschner  David (I),89,Mancini  Don (I),Mancini  Don (I),Stabile  Nick,?
Bride of Chucky,Romance,1998,Yu  Ronny,Gilroy  Grace,Kirschner  David (I),89,Mancini  Don (I),Mancini  Don (I),Stabile  Nick,?
The Incredible Sex Revolution,Comedy,1965,Zugsmith  Albert,Badiyi  Reza,Corson  Morris,86,Zugsmith  Albert,?,Marlow  Ric,Warren  Christopher (XI)
Les tontons flingueurs,Action,1963,Lautner  Georges,Leriche  Ir?n?e,Poir?  Alain,105,Audiard  Michel,Lautner  Georges,Blanche  Francis,Blier  Bernard
Les tontons flingueurs,Comedy,1963,Lautner  Georges,Leriche  Ir?n?e,Poir?  Alain,105,Audiard  Michel,Lautner  Georges,Blanche  Francis,Blier  Bernard
Les tontons flingueurs,Crime,1963,Lautner  Georges,Leriche  Ir?n?e,Poir?  Alain,105,Audiard  Michel,Lautner  Georges,Blanche  Francis,Blier  Bernard
